symbol,group,name
RADA,NASDAQ Capital Market,Rada Electronics Industries Limited - Ordinary Shares
RAIL,NASDAQ Global Select Market,"Freightcar America, Inc. - Common Stock"
RAND,NASDAQ Capital Market,Rand Capital Corporation - Common Stock ($0.10 Par Value)
RARE,NASDAQ Global Select Market,Ultragenyx Pharmaceutical Inc. - Common Stock
RAVE,NASDAQ Capital Market,"Rave Restaurant Group, Inc. - Common Stock"
RAVN,NASDAQ Global Select Market,"Raven Industries, Inc. - Common Stock"
RBCAA,NASDAQ Global Select Market,"Republic Bancorp, Inc. - Class A Common Stock"
RBCN,NASDAQ Global Select Market,"Rubicon Technology, Inc. - Common Stock"
RBPAA,NASDAQ Global Market,"Royal Bancshares of Pennsylvania, Inc. - Class A Common Stock"
RCII,NASDAQ Global Select Market,Rent-A-Center Inc. - Common Stock
RCKY,NASDAQ Global Select Market,"Rocky Brands, Inc. - Common Stock"
RCMT,NASDAQ Global Market,"RCM Technologies, Inc. - Common Stock"
RCON,NASDAQ Capital Market,"Recon Technology, Ltd. - Ordinary Shares"
RCPI,NASDAQ Capital Market,"Rock Creek Pharmaceuticals, Inc. - Common Stock"
RCPT,NASDAQ Global Select Market,"Receptos, Inc. - Common Stock"
RDCM,NASDAQ Capital Market,Radcom Ltd. - Ordinary Shares
RDEN,NASDAQ Global Select Market,"Elizabeth Arden, Inc. - Common Stock"
RDHL,NASDAQ Capital Market,Redhill Biopharma Ltd. - American Depositary Shares
RDI,NASDAQ Capital Market,Reading International Inc - Class A Non-voting Common Stock
RDIB,NASDAQ Capital Market,Reading International Inc - Class B Voting Common Stock
RDNT,NASDAQ Global Market,"RadNet, Inc. - Common Stock"
RDUS,NASDAQ Global Market,"Radius Health, Inc. - Common Stock"
RDVY,NASDAQ Global Market,First Trust NASDAQ Rising Dividend Achievers ETF
RDWR,NASDAQ Global Select Market,Radware Ltd. - Ordinary Shares
RECN,NASDAQ Global Select Market,"Resources Connection, Inc. - Common Stock"
REDF,NASDAQ Global Market,"Rediff.com India Limited - American Depositary Shares, each represented by one-half of one equity share"
REFR,NASDAQ Capital Market,Research Frontiers Incorporated - Common Stock
REGI,NASDAQ Global Select Market,"Renewable Energy Group, Inc. - Common Stock"
REGN,NASDAQ Global Select Market,"Regeneron Pharmaceuticals, Inc. - Common Stock"
REIS,NASDAQ Global Select Market,"Reis, Inc - Common Stock"
RELL,NASDAQ Global Select Market,"Richardson Electronics, Ltd. - Common Stock"
RELV,NASDAQ Global Select Market,"Reliv' International, Inc. - Common Stock"
REMY,NASDAQ Global Select Market,"Remy International, Inc. - Common Stock"
RENT,NASDAQ Global Select Market,Rentrak Corporation - Common Stock
REPH,NASDAQ Capital Market,"Recro Pharma, Inc. - Common Stock"
RESN,NASDAQ Capital Market,Resonant Inc. - Common Stock
REXI,NASDAQ Global Select Market,"Resource America, Inc. - Class A Common Stock"
REXX,NASDAQ Global Select Market,Rex Energy Corporation - Common Stock
RFIL,NASDAQ Global Market,"RF Industries, Ltd. - Common Stock"
RGCO,NASDAQ Global Market,RGC Resources Inc. - Common Stock
RGDO,NASDAQ Capital Market,"Regado BioSciences, Inc. - Common Stock"
RGDX,NASDAQ Capital Market,"Response Genetics, Inc. - Common Stock"
RGEN,NASDAQ Global Select Market,Repligen Corporation - Common Stock
RGLD,NASDAQ Global Select Market,"Royal Gold, Inc. - Common Stock"
RGLS,NASDAQ Global Market,Regulus Therapeutics Inc. - Common Stock
RGSE,NASDAQ Capital Market,"Real Goods Solar, Inc. - Class A Common Stock"
RIBT,NASDAQ Capital Market,RiceBran Technologies - Common Stock
RIBTW,NASDAQ Capital Market,RiceBran Technologies - Warrant
RICK,NASDAQ Global Market,"RCI Hospitality Holdings, Inc. - Common Stock"
RIGL,NASDAQ Global Select Market,"Rigel Pharmaceuticals, Inc. - Common Stock"
RITT,NASDAQ Capital Market,RIT Technologies Ltd. - ordinary shares
RITTW,NASDAQ Capital Market,RIT Technologies Ltd. - Warrants
RIVR,NASDAQ Capital Market,River Valley Bancorp. - Common Stock
RJET,NASDAQ Global Select Market,"Republic Airways Holdings, Inc. - Common Stock"
RLJE,NASDAQ Capital Market,"RLJ Entertainment, Inc. - Common Stock"
RLOC,NASDAQ Global Select Market,"ReachLocal, Inc. - Common Stock"
RLOG,NASDAQ Capital Market,"Rand Logistics, Inc. - Common Stock"
RLYP,NASDAQ Global Select Market,"Relypsa, Inc. - Common Stock"
RMBS,NASDAQ Global Select Market,"Rambus, Inc. - Common Stock"
RMCF,NASDAQ Global Market,"Rocky Mountain Chocolate Factory, Inc. - Common Stock"
RMGN,NASDAQ Global Market,RMG Networks Holding Corporation - Common Stock
RMTI,NASDAQ Global Market,"Rockwell Medical, Inc. - Common Stock"
RNA,NASDAQ Global Select Market,Prosensa Holding N.V. - Ordinary Shares
RNET,NASDAQ Global Select Market,"RigNet, Inc. - Common Stock"
RNST,NASDAQ Global Select Market,Renasant Corporation - Common Stock
RNWK,NASDAQ Global Select Market,"RealNetworks, Inc. - Common Stock"
ROBO,NASDAQ Global Market,Robo-Stox Global Robotics and Automation Index ETF
ROCK,NASDAQ Global Select Market,"Gibraltar Industries, Inc. - Common Stock"
ROIA,NASDAQ Capital Market,"Radio One, Inc. - Class A Common Stock"
ROIAK,NASDAQ Capital Market,"Radio One, Inc. - Class D Common Stock"
ROIC,NASDAQ Global Select Market,Retail Opportunity Investments Corp. - Common Stock
ROIQ,NASDAQ Capital Market,ROI Acquisition Corp. II - Common Stock
ROIQU,NASDAQ Capital Market,ROI Acquisition Corp. II - Units
ROIQW,NASDAQ Capital Market,ROI Acquisition Corp. II - Warrants
ROKA,NASDAQ Global Market,"Roka Bioscience, Inc. - Common Stock"
ROLL,NASDAQ Global Select Market,RBC Bearings Incorporated - Common Stock
ROSE,NASDAQ Global Select Market,Rosetta Resources Inc. - Common Stock
ROSG,NASDAQ Capital Market,Rosetta Genomics Ltd. - ordinary shares
ROST,NASDAQ Global Select Market,"Ross Stores, Inc. - Common Stock"
ROVI,NASDAQ Global Select Market,Rovi Corporation - Common Stock
ROYL,NASDAQ Capital Market,"Royale Energy, Inc. - Common Stock"
RP,NASDAQ Global Select Market,"RealPage, Inc. - Common Stock"
RPRX,NASDAQ Capital Market,Repros Therapeutics Inc. - Common Stock
RPRXW,NASDAQ Capital Market,Repros Therapeutics Inc. - Series A Warrant
RPRXZ,NASDAQ Capital Market,Repros Therapeutics Inc. - Series B warrant
RPTP,NASDAQ Global Market,Raptor Pharmaceutical Corp. - Common Stock
RPXC,NASDAQ Global Select Market,RPX Corporation - Common Stock
RRD,NASDAQ Global Select Market,R.R. Donnelley & Sons Company - Common Stock
RRGB,NASDAQ Global Select Market,"Red Robin Gourmet Burgers, Inc. - Common Stock"
RRST,NASDAQ Global Select Market,RRSat Global Communications Network Ltd. - Ordinary Shares
RSTI,NASDAQ Global Select Market,"Rofin-Sinar Technologies, Inc. - Common Stock"
RSYS,NASDAQ Global Select Market,RadiSys Corporation - Common Stock
RTGN,NASDAQ Capital Market,"Ruthigen, Inc. - Common Stock"
RTIX,NASDAQ Global Select Market,"RTI Surgical, Inc. - Common Stock"
RTK,NASDAQ Capital Market,"Rentech, Inc. - Common Stock"
RTRX,NASDAQ Global Market,"Retrophin, Inc. - Common Stock"
RUSHA,NASDAQ Global Select Market,"Rush Enterprises, Inc. - Class A Common Stock"
RUSHB,NASDAQ Global Select Market,"Rush Enterprises, Inc. - Class B Common Stock"
RUTH,NASDAQ Global Select Market,"Ruth's Hospitality Group, Inc. - Common Stock"
RVBD,NASDAQ Global Select Market,"Riverbed Technology, Inc. - Common Stock"
RVLT,NASDAQ Capital Market,"Revolution Lighting Technologies, Inc. - Class A Common Stock"
RVNC,NASDAQ Global Market,"Revance Therapeutics, Inc. - Common Stock"
RVSB,NASDAQ Global Select Market,Riverview Bancorp Inc - Common Stock
RWLK,NASDAQ Global Market,ReWalk Robotics Ltd - Ordinary Shares
RXDX,NASDAQ Capital Market,"Ignyta, Inc. - Common Stock"
RXII,NASDAQ Capital Market,RXi Pharmaceuticals Corporation - Common Stock
RYAAY,NASDAQ Global Select Market,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares"
SAAS,NASDAQ Capital Market,"inContact, Inc. - Common Stock"
SABR,NASDAQ Global Select Market,Sabre Corporation - Common Stock
SAEX,NASDAQ Global Market,"SAExploration Holdings, Inc. - Common Stock"
SAFM,NASDAQ Global Select Market,"Sanderson Farms, Inc. - Common Stock"
SAFT,NASDAQ Global Select Market,"Safety Insurance Group, Inc. - Common Stock"
SAGE,NASDAQ Global Market,"Sage Therapeutics, Inc. - Common Stock"
SAIA,NASDAQ Global Select Market,"Saia, Inc. - Common Stock"
SAJA,NASDAQ Capital Market,"Sajan, Inc. - Common Stock"
SAL,NASDAQ Capital Market,"Salisbury Bancorp, Inc. - Common Stock"
SALE,NASDAQ Global Select Market,"RetailMeNot, Inc. - Series 1 Common Stock"
SALM,NASDAQ Global Market,Salem Communications Corporation - Class A Common Stock
SAMG,NASDAQ Global Market,Silvercrest Asset Management Group Inc. - Common Stock
SANM,NASDAQ Global Select Market,Sanmina Corporation - Common Stock
SANW,NASDAQ Capital Market,S&W Seed Company - Common Stock
SANWZ,NASDAQ Capital Market,S&W Seed Company - Warrants Class B 04/23/2015
SAPE,NASDAQ Global Select Market,Sapient Corporation - Common Stock
SASR,NASDAQ Global Select Market,"Sandy Spring Bancorp, Inc. - Common Stock"
SATS,NASDAQ Global Select Market,EchoStar Corporation - common stock
SAVE,NASDAQ Global Select Market,"Spirit Airlines, Inc. - Common Stock"
SBAC,NASDAQ Global Select Market,SBA Communications Corporation - Common Stock
SBBX,NASDAQ Global Market,Sussex Bancorp - Common Stock
SBCF,NASDAQ Global Select Market,Seacoast Banking Corporation of Florida - Common Stock
SBCP,NASDAQ Capital Market,"Sunshine Bancorp, Inc. - Common Stock"
SBFG,NASDAQ Capital Market,"SB Financial Group, Inc. - Common Stock"
SBGI,NASDAQ Global Select Market,"Sinclair Broadcast Group, Inc. - Class A Common Stock"
SBLK,NASDAQ Global Select Market,Star Bulk Carriers Corp. - Common Stock
SBLKL,NASDAQ Global Select Market,Star Bulk Carriers Corp. - 8.00% Senior Notes Due 2019
SBNY,NASDAQ Global Select Market,Signature Bank - Common Stock
SBNYW,NASDAQ Global Select Market,Signature Bank - Warrants 12/12/2018
SBRA,NASDAQ Global Select Market,"Sabra Healthcare REIT, Inc. - Common Stock"
SBRAP,NASDAQ Global Select Market,"Sabra Healthcare REIT, Inc. - 7.125% Preferred Series A (United States)"
SBSA,NASDAQ Global Market,"Spanish Broadcasting System, Inc. - Class A Common Stock"
SBSI,NASDAQ Global Select Market,"Southside Bancshares, Inc. - Common Stock"
SBUX,NASDAQ Global Select Market,Starbucks Corporation - Common Stock
SCAI,NASDAQ Global Select Market,"Surgical Care Affiliates, Inc. - Common Stock"
SCHL,NASDAQ Global Select Market,Scholastic Corporation - Common Stock
SCHN,NASDAQ Global Select Market,"Schnitzer Steel Industries, Inc. - Class A Common Stock"
SCLN,NASDAQ Global Select Market,"SciClone Pharmaceuticals, Inc. - Common Stock"
SCMP,NASDAQ Global Market,"Sucampo Pharmaceuticals, Inc. - Class A Common Stock"
SCOK,NASDAQ Capital Market,"SinoCoking Coal and Coke Chemical Industries, Inc - Common Stock"
SCON,NASDAQ Capital Market,Superconductor Technologies Inc. - Common Stock
SCOR,NASDAQ Global Select Market,"comScore, Inc. - Common Stock"
SCSC,NASDAQ Global Select Market,"ScanSource, Inc. - Common Stock"
SCSS,NASDAQ Global Select Market,Select Comfort Corporation - Common Stock
SCTY,NASDAQ Global Select Market,SolarCity Corporation - Common Stock
SCVL,NASDAQ Global Select Market,"Shoe Carnival, Inc. - Common Stock"
SCYX,NASDAQ Global Market,"SCYNEXIS, Inc. - Common Stock"
SEAC,NASDAQ Global Select Market,"SeaChange International, Inc. - Common Stock"
SEED,NASDAQ Global Select Market,Origin Agritech Limited - Common Stock
SEIC,NASDAQ Global Select Market,SEI Investments Company - Common Stock
SEMI,NASDAQ Global Select Market,SunEdison Semiconductor Limited - Ordinary Shares
SENEA,NASDAQ Global Select Market,Seneca Foods Corp. - Class A Common Stock
SENEB,NASDAQ Global Select Market,Seneca Foods Corp. - Class B Common Stock
SEV,NASDAQ Capital Market,"Sevcon, Inc. - Common Stock"
SFBC,NASDAQ Capital Market,"Sound Financial Bancorp, Inc. - Common Stock"
SFBS,NASDAQ Global Select Market,"ServisFirst Bancshares, Inc. - Common Stock"
SFLY,NASDAQ Global Select Market,"Shutterfly, Inc. - Common Stock"
SFM,NASDAQ Global Select Market,"Sprouts Farmers Market, Inc. - Common Stock"
SFNC,NASDAQ Global Select Market,Simmons First National Corporation - Common Stock
SFST,NASDAQ Global Market,"Southern First Bancshares, Inc. - Common Stock"
SFXE,NASDAQ Global Select Market,"SFX Entertainment, Inc. - Common Stock"
SGBK,NASDAQ Global Select Market,Stonegate Bank - Common Stock
SGC,NASDAQ Global Market,"Superior Uniform Group, Inc. - Common Stock"
SGEN,NASDAQ Global Select Market,"Seattle Genetics, Inc. - Common Stock"
SGI,NASDAQ Global Select Market,Silicon Graphics International Corp - Common Stock
SGMA,NASDAQ Capital Market,"SigmaTron International, Inc. - Common Stock"
SGMO,NASDAQ Global Select Market,"Sangamo BioSciences, Inc. - Common Stock"
SGMS,NASDAQ Global Select Market,Scientific Games Corp - Class A Common Stock
SGNL,NASDAQ Capital Market,"Signal Genetics, Inc. - Common Stock"
SGNT,NASDAQ Global Select Market,"Sagent Pharmaceuticals, Inc. - Common Stock"
SGOC,NASDAQ Capital Market,"SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)"
SGRP,NASDAQ Capital Market,"SPAR Group, Inc. - Common Stock"
SGYP,NASDAQ Global Select Market,"Synergy Pharmaceuticals, Inc. - Common Stock"
SGYPU,NASDAQ Capital Market,"Synergy Pharmaceuticals, Inc. - Unit"
SGYPW,NASDAQ Capital Market,"Synergy Pharmaceuticals, Inc. - Warrants"
SHBI,NASDAQ Global Select Market,Shore Bancshares Inc - Common Stock
SHEN,NASDAQ Global Select Market,Shenandoah Telecommunications Co - Common Stock
SHIP,NASDAQ Capital Market,Seanergy Maritime Holdings Corp - Common Stock
SHLD,NASDAQ Global Select Market,Sears Holdings Corporation - Common Stock
SHLDW,NASDAQ Global Select Market,Sears Holdings Corporation - Warrant
SHLM,NASDAQ Global Select Market,"A. Schulman, Inc. - Common Stock"
SHLO,NASDAQ Global Select Market,"Shiloh Industries, Inc. - Common Stock"
SHOO,NASDAQ Global Select Market,"Steven Madden, Ltd. - Common Stock"
SHOR,NASDAQ Global Select Market,"ShoreTel, Inc. - Common Stock"
SHOS,NASDAQ Capital Market,"Sears Hometown and Outlet Stores, Inc. - Common Stock"
SHPG,NASDAQ Global Select Market,"Shire plc - American Depositary Shares, each representing three Ordinary Shares"
SIAL,NASDAQ Global Select Market,Sigma-Aldrich Corporation - Common Stock
SIBC,NASDAQ Capital Market,"State Investors Bancorp, Inc. - Common Stock"
SIEB,NASDAQ Capital Market,Siebert Financial Corp. - Common Stock
SIEN,NASDAQ Global Select Market,"Sientra, Inc. - Common Stock"
SIFI,NASDAQ Global Market,"SI Financial Group, Inc. - Common Stock"
SIFY,NASDAQ Global Select Market,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share"
SIGA,NASDAQ Global Market,SIGA Technologies Inc. - Common Stock
SIGI,NASDAQ Global Select Market,"Selective Insurance Group, Inc. - Common Stock"
SIGM,NASDAQ Global Select Market,"Sigma Designs, Inc. - Common Stock"
SILC,NASDAQ Global Select Market,Silicom Ltd - Ordinary Shares
SIMG,NASDAQ Global Select Market,"Silicon Image, Inc. - Common Stock"
SIMO,NASDAQ Global Select Market,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares"
SINA,NASDAQ Global Select Market,Sina Corporation - Ordinary Shares
SINO,NASDAQ Capital Market,"Sino-Global Shipping America, Ltd. - Common Stock"
SIRI,NASDAQ Global Select Market,Sirius XM Holdings Inc. - Common Stock
SIRO,NASDAQ Global Select Market,"Sirona Dental Systems, Inc. - Common Stock"
SIVB,NASDAQ Global Select Market,SVB Financial Group - Common Stock
SIVBO,NASDAQ Global Select Market,SVB Financial Group - 7% Cumulative Trust Preferred Securities - SVB Capital II
SIXD,NASDAQ Capital Market,"6D Global Technologies, Inc. - Common Stock"
SKBI,NASDAQ Capital Market,Skystar Bio-Pharmaceutical Company - Common Stock
SKIS,NASDAQ Global Market,"Peak Resorts, Inc. - Common Stock"
SKOR,NASDAQ Global Market,FlexShares Credit-Scored US Corporate Bond Index Fund
SKUL,NASDAQ Global Select Market,"Skullcandy, Inc. - Common Stock"
SKYS,NASDAQ Capital Market,"Sky Solar Holdings, Ltd. - American Depositary Shares"
SKYW,NASDAQ Global Select Market,"SkyWest, Inc. - Common Stock"
SKYY,NASDAQ Global Market,First Trust ISE Cloud Computing Index Fund
SLAB,NASDAQ Global Select Market,"Silicon Laboratories, Inc. - Common Stock"
SLCT,NASDAQ Global Market,"Select Bancorp, Inc. - Common Stock"
SLGN,NASDAQ Global Select Market,Silgan Holdings Inc. - Common Stock
SLM,NASDAQ Global Select Market,SLM Corporation - Common Stock
SLMAP,NASDAQ Global Select Market,"SLM Corporation - 6.97% Cumulative Redeemable Preferred Stock, Series A"
SLMBP,NASDAQ Global Select Market,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B"
SLP,NASDAQ Capital Market,"Simulations Plus, Inc. - Common Stock"
SLRC,NASDAQ Global Select Market,Solar Capital Ltd. - Common Stock
SLTC,NASDAQ Capital Market,"Selectica, Inc. - Common Stock"
SLVO,NASDAQ Global Market,Credit Suisse AG - Credit Suisse Silver Shares Covered Call Exchange Traded Notes
SLXP,NASDAQ Global Select Market,"Salix Pharmaceuticals, Ltd. - Common Stock"
SMAC,NASDAQ Capital Market,Sino Mercury Acquisition Corp. - Common Stock
SMACR,NASDAQ Capital Market,Sino Mercury Acquisition Corp. - Right
SMACU,NASDAQ Capital Market,Sino Mercury Acquisition Corp. - Unit
SMBC,NASDAQ Global Market,"Southern Missouri Bancorp, Inc. - Common Stock"
SMCI,NASDAQ Global Select Market,"Super Micro Computer, Inc. - Common Stock"
SMED,NASDAQ Capital Market,Sharps Compliance Corp - Common Stock
SMIT,NASDAQ Capital Market,"Schmitt Industries, Inc. - Common Stock"
SMLR,NASDAQ Capital Market,"Semler Scientific, Inc. - Common Stock"
SMMF,NASDAQ Capital Market,"Summit Financial Group, Inc. - Common Stock"
SMPL,NASDAQ Global Select Market,Simplicity Bancorp Inc. - Common Stock
SMRT,NASDAQ Global Select Market,"Stein Mart, Inc. - Common Stock"
SMSI,NASDAQ Global Select Market,"Smith Micro Software, Inc. - Common Stock"
SMT,NASDAQ Global Select Market,SMART Technologies Inc. - Common Shares
SMTC,NASDAQ Global Select Market,Semtech Corporation - Common Stock
SMTP,NASDAQ Capital Market,"SMTP, Inc. - Common Stock"
SMTX,NASDAQ Global Market,SMTC Corporation - Common Stock
SNAK,NASDAQ Global Select Market,"Inventure Foods, Inc. - Common Stock"
SNBC,NASDAQ Global Select Market,"Sun Bancorp, Inc. - Common Stock"
SNC,NASDAQ Global Select Market,"State National Companies, Inc. - Common Stock"
SNCR,NASDAQ Global Select Market,"Synchronoss Technologies, Inc. - Common Stock"
SNDK,NASDAQ Global Select Market,SanDisk Corporation - Common Stock
SNFCA,NASDAQ Global Market,Security National Financial Corporation - Class A Common Stock
SNHY,NASDAQ Global Select Market,Sun Hydraulics Corporation - Common Stock
SNMX,NASDAQ Global Market,"Senomyx, Inc. - Common Stock"
SNPS,NASDAQ Global Select Market,"Synopsys, Inc. - Common Stock"
SNSS,NASDAQ Capital Market,"Sunesis Pharmaceuticals, Inc. - Common Stock"
SNTA,NASDAQ Global Market,Synta Pharmaceuticals Corp. - Common Stock
SOCB,NASDAQ Global Market,Southcoast Financial Corporation - Common Stock
SOCL,NASDAQ Global Market,Global X Social Media Index ETF
SODA,NASDAQ Global Select Market,SodaStream International Ltd. - Ordinary Shares
SOFO,NASDAQ Capital Market,"Sonic Foundry, Inc. - Common Stock"
SOHO,NASDAQ Global Market,Sotherly Hotels Inc. - Common Stock
SOHOL,NASDAQ Global Market,Sotherly Hotels LP - 8.00% Senior Unsecured Notes Due 2018
SOHOM,NASDAQ Global Market,Sotherly Hotels LP - 7.00% Senior Notes
SOHU,NASDAQ Global Select Market,Sohu.com Inc. - Common Stock
SONA,NASDAQ Global Market,"Southern National Bancorp of Virginia, Inc. - Common Stock"
SONC,NASDAQ Global Select Market,Sonic Corp. - Common Stock
SONS,NASDAQ Global Select Market,"Sonus Networks, Inc. - Common Stock"
SORL,NASDAQ Global Market,"SORL Auto Parts, Inc. - Common Stock"
SOXX,NASDAQ Global Market,iShares PHLX SOX Semiconductor Sector Index Fund
SP,NASDAQ Global Select Market,SP Plus Corporation - Common Stock
SPAN,NASDAQ Global Market,"Span-America Medical Systems, Inc. - Common Stock"
SPAR,NASDAQ Global Select Market,"Spartan Motors, Inc. - Common Stock"
SPCB,NASDAQ Capital Market,"SuperCom, Ltd. - Ordinary Shares"
SPDC,NASDAQ Global Market,"Speed Commerce, Inc. - Common Stock"
SPEX,NASDAQ Capital Market,Spherix Incorporated - Common Stock
SPHS,NASDAQ Global Market,"Sophiris Bio, Inc. - Common Shares"
SPIL,NASDAQ Global Select Market,"Siliconware Precision Industries Company, Ltd. - ADS represents common shares"
SPKE,NASDAQ Global Select Market,"Spark Energy, Inc. - Class A Common Stock"
SPLK,NASDAQ Global Select Market,Splunk Inc. - Common Stock
SPLS,NASDAQ Global Select Market,"Staples, Inc. - Common Stock"
SPNC,NASDAQ Global Select Market,The Spectranetics Corporation - Common Stock
SPNS,NASDAQ Capital Market,Sapiens International Corporation N.V. - Common Shares
SPOK,NASDAQ Global Select Market,"Spok Holdings, Inc. - Common Stock"
SPPI,NASDAQ Global Select Market,"Spectrum Pharmaceuticals, Inc. - Common Stock"
SPPR,NASDAQ Global Market,"Supertel Hospitality, Inc. - Common Stock"
SPPRO,NASDAQ Global Market,"Supertel Hospitality, Inc. - Series B Cumulative Preferred Stock"
SPPRP,NASDAQ Global Market,"Supertel Hospitality, Inc. - Series A Convertible Preferred Stock"
SPRO,NASDAQ Capital Market,SmartPros Ltd. - Common Stock
SPRT,NASDAQ Global Select Market,"support.com, Inc. - Common Stock"
SPSC,NASDAQ Global Select Market,"SPS Commerce, Inc. - Common Stock"
SPTN,NASDAQ Global Select Market,SpartanNash Company - Common Stock
SPU,NASDAQ Global Market,"SkyPeople Fruit Juice, Inc. - Common Stock"
SPWH,NASDAQ Global Select Market,"Sportsman's Warehouse Holdings, Inc. - Common Stock"
SPWR,NASDAQ Global Select Market,SunPower Corporation - Common Stock
SQBG,NASDAQ Capital Market,"Sequential Brands Group, Inc. - Common Stock"
SQBK,NASDAQ Global Select Market,"Square 1 Financial, Inc. - Class A Common Stock"
SQI,NASDAQ Global Select Market,"SciQuest, Inc. - Common Stock"
SQNM,NASDAQ Global Select Market,"Sequenom, Inc. - Common Stock"
SQQQ,NASDAQ Global Market,ProShares UltraPro Short QQQ
SRCE,NASDAQ Global Select Market,1st Source Corporation - Common Stock
SRCL,NASDAQ Global Select Market,"Stericycle, Inc. - Common Stock"
SRDX,NASDAQ Global Select Market,"SurModics, Inc. - Common Stock"
SREV,NASDAQ Global Select Market,"ServiceSource International, Inc. - Common Stock"
SRNE,NASDAQ Capital Market,"Sorrento Therapeutics, Inc. - Common Stock"
SRPT,NASDAQ Global Select Market,"Sarepta Therapeutics, Inc. - Common Stock"
SRSC,NASDAQ Global Select Market,Sears Canada Inc.  - Common Shares
SSB,NASDAQ Global Select Market,South State Corporation - Common Stock
SSBI,NASDAQ Global Market,Summit State Bank - Common Stock
SSFN,NASDAQ Capital Market,Stewardship Financial Corp - Common Stock
SSH,NASDAQ Capital Market,Sunshine Heart Inc - Common Stock
SSNC,NASDAQ Global Select Market,"SS&C Technologies Holdings, Inc. - Common Stock"
SSRG,NASDAQ Global Market,Symmetry Surgical Inc. - Common Stock
SSRI,NASDAQ Global Select Market,Silver Standard Resources Inc. - Common Stock
SSYS,NASDAQ Global Select Market,"Stratasys, Ltd. - Common Stock"
STAA,NASDAQ Global Market,STAAR Surgical Company - Common Stock
STB,NASDAQ Global Select Market,Student Transportation Inc - Common shares
STBA,NASDAQ Global Select Market,"S&T Bancorp, Inc. - Common Stock"
STBZ,NASDAQ Capital Market,State Bank Financial Corporation. - Common Stock
STCK,NASDAQ Global Select Market,"Stock Building Supply Holdings, Inc. - Common Stock"
STEM,NASDAQ Capital Market,"StemCells, Inc. - Common Stock"
STFC,NASDAQ Global Select Market,State Auto Financial Corporation - Common Stock
STKL,NASDAQ Global Select Market,"SunOpta, Inc. - Common Stock"
STLD,NASDAQ Global Select Market,"Steel Dynamics, Inc. - Common Stock"
STLY,NASDAQ Global Select Market,"Stanley Furniture Company, Inc. - Common Stock"
STML,NASDAQ Capital Market,"Stemline Therapeutics, Inc. - Common Stock"
STMP,NASDAQ Global Select Market,Stamps.com Inc. - Common Stock
STNR,NASDAQ Global Select Market,Steiner Leisure Limited - Common Shares
STPP,NASDAQ Global Market,Barclays PLC - iPath US Treasury Steepener ETN
STRA,NASDAQ Global Select Market,"Strayer Education, Inc. - Common Stock"
STRL,NASDAQ Global Select Market,Sterling Construction Company Inc - Common Stock
STRM,NASDAQ Capital Market,"Streamline Health Solutions, Inc. - Common Stock"
STRN,NASDAQ Capital Market,Sutron Corporation - Common Stock
STRS,NASDAQ Global Select Market,"Stratus Properties, Inc. - Common Stock"
STRT,NASDAQ Global Market,Strattec Security Corporation - Common Stock
STRZA,NASDAQ Global Select Market,Starz - Series A Common Stock
STRZB,NASDAQ Global Select Market,Starz - Series B Common Stock
STX,NASDAQ Global Select Market,Seagate Technology. - Common Stock
STXS,NASDAQ Capital Market,"Stereotaxis, Inc. - Common Stock"
SUBK,NASDAQ Global Select Market,Suffolk Bancorp - Common Stock
SUMR,NASDAQ Capital Market,"Summer Infant, Inc. - Common Stock"
SUNS,NASDAQ Global Select Market,Solar Senior Capital Ltd. - Common Stock
SUPN,NASDAQ Global Market,"Supernus Pharmaceuticals, Inc. - Common Stock"
SURG,NASDAQ Capital Market,"Synergetics USA, Inc. - Common Stock"
SUSQ,NASDAQ Global Select Market,"Susquehanna Bancshares, Inc. - Common Stock"
SUTR,NASDAQ Capital Market,Sutor Technology Group Limited - Common Stock
SVA,NASDAQ Global Select Market,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)"
SVBI,NASDAQ Capital Market,Severn Bancorp Inc - Common Stock
SVVC,NASDAQ Global Select Market,"Firsthand Technology Value Fund, Inc. - Common Stock"
SWHC,NASDAQ Global Select Market,Smith & Wesson Holding Corporation - Common Stock
SWIR,NASDAQ Global Select Market,"Sierra Wireless, Inc. - Common Stock"
SWKS,NASDAQ Global Select Market,"Skyworks Solutions, Inc. - Common Stock"
SWSH,NASDAQ Capital Market,"Swisher Hygiene, Inc. - Common Stock"
SYBT,NASDAQ Global Select Market,"Stock Yards Bancorp, Inc. - Common Stock"
SYKE,NASDAQ Global Select Market,"Sykes Enterprises, Incorporated - Common Stock"
SYMC,NASDAQ Global Select Market,Symantec Corporation - Common Stock
SYMX,NASDAQ Global Market,"Synthesis Energy Systems, Inc. - Common Stock"
SYNA,NASDAQ Global Select Market,Synaptics Incorporated - Common Stock
SYNC,NASDAQ Global Market,"Synacor, Inc. - Common Stock"
SYNL,NASDAQ Global Market,Synalloy Corporation - Common Stock
SYNT,NASDAQ Global Select Market,"Syntel, Inc. - Common Stock"
