symbol,group,name
NICK,NASDAQ Global Select Market,"Nicholas Financial, Inc. - Common Stock"
NILE,NASDAQ Global Select Market,"Blue Nile, Inc. - Common Stock"
NKSH,NASDAQ Capital Market,"National Bankshares, Inc. - Common Stock"
NKTR,NASDAQ Global Select Market,Nektar Therapeutics - Common Stock
NLNK,NASDAQ Global Market,NewLink Genetics Corporation - Common Stock
NLST,NASDAQ Global Market,"Netlist, Inc. - Common Stock"
NMIH,NASDAQ Global Market,NMI Holdings Inc - Common Stock
NMRX,NASDAQ Global Select Market,Numerex Corp. - Class A Common Stock
NNBR,NASDAQ Global Select Market,"NN, Inc. - Common Stock"
NPBC,NASDAQ Global Select Market,"National Penn Bancshares, Inc. - Common Stock"
NPSP,NASDAQ Global Select Market,"NPS Pharmaceuticals, Inc. - Common Stock"
NRCIA,NASDAQ Global Select Market,National Research Corporation - Class A Common Stock
NRCIB,NASDAQ Global Select Market,National Research Corporation - Common Stock
NRIM,NASDAQ Global Select Market,Northrim BanCorp Inc - Common Stock
NRX,NASDAQ Capital Market,"NephroGenex, Inc. - Common Stock"
NSEC,NASDAQ Global Market,"National Security Group, Inc. - Common Stock"
NSIT,NASDAQ Global Select Market,"Insight Enterprises, Inc. - Common Stock"
NSPH,NASDAQ Capital Market,"Nanosphere, Inc. - Common Stock"
NSSC,NASDAQ Global Select Market,"NAPCO Security Technologies, Inc. - Common Stock"
NSTG,NASDAQ Global Market,"NanoString Technologies, Inc. - Common Stock"
NSYS,NASDAQ Capital Market,Nortech Systems Incorporated - Common Stock
NTAP,NASDAQ Global Select Market,"NetApp, Inc. - Common Stock"
NTCT,NASDAQ Global Select Market,"NetScout Systems, Inc. - Common Stock"
NTES,NASDAQ Global Select Market,"NetEase, Inc. - American Depositary Shares, each representing 25 ordinary shares"
NTGR,NASDAQ Global Select Market,"NETGEAR, Inc. - Common Stock"
NTIC,NASDAQ Global Market,Northern Technologies International Corporation - Common Stock
NTK,NASDAQ Global Select Market,Nortek Inc. - Common Stock
NTLS,NASDAQ Global Select Market,NTELOS Holdings Corp. - Common Stock
NTRI,NASDAQ Global Select Market,NutriSystem Inc - Common Stock
NTRS,NASDAQ Global Select Market,Northern Trust Corporation - Common Stock
NTRSP,NASDAQ Global Select Market,Northern Trust Corporation - Depository Shares
NTWK,NASDAQ Capital Market,NetSol Technologies Inc. - Common Stock
NUAN,NASDAQ Global Select Market,"Nuance Communications, Inc. - Common Stock"
NURO,NASDAQ Capital Market,"NeuroMetrix, Inc. - Common Stock"
NUTR,NASDAQ Global Select Market,Nutraceutical International Corporation - Common Stock
NUVA,NASDAQ Global Select Market,"NuVasive, Inc. - Common Stock"
NVAX,NASDAQ Global Select Market,"Novavax, Inc. - Common Stock"
NVCN,NASDAQ Capital Market,Neovasc Inc. - Common Shares
NVDA,NASDAQ Global Select Market,NVIDIA Corporation - Common Stock
NVDQ,NASDAQ Global Market,Novadaq Technologies Inc - Common Shares
NVEC,NASDAQ Capital Market,NVE Corporation - Common Stock
NVEE,NASDAQ Capital Market,"NV5 Holdings, Inc. - Common Stock"
NVEEW,NASDAQ Capital Market,"NV5 Holdings, Inc. - Warrant"
NVFY,NASDAQ Global Market,"Nova Lifestyle, Inc - Common Stock"
NVGN,NASDAQ Capital Market,Novogen Limited - American Depositary Shares each representing twenty five Ordinary Shares
NVMI,NASDAQ Global Select Market,Nova Measuring Instruments Ltd. - Ordinary Shares
NVSL,NASDAQ Global Market,Naugatuck Valley Financial Corporation - Common Stock
NWBI,NASDAQ Global Select Market,"Northwest Bancshares, Inc. - Common Stock"
NWBO,NASDAQ Capital Market,"Northwest Biotherapeutics, Inc. - Common Stock"
NWBOW,NASDAQ Capital Market,"Northwest Biotherapeutics, Inc. - Warrant"
NWFL,NASDAQ Global Market,Norwood Financial Corp. - Common Stock
NWLI,NASDAQ Global Select Market,National Western Life Insurance Company - Class A Common Stock
NWPX,NASDAQ Global Select Market,Northwest Pipe Company - Common Stock
NWS,NASDAQ Global Select Market,News Corporation - Class B Common Stock
NWSA,NASDAQ Global Select Market,News Corporation - Class A Common Stock
NXPI,NASDAQ Global Select Market,NXP Semiconductors N.V. - Common Stock
NXST,NASDAQ Global Select Market,"Nexstar Broadcasting Group, Inc. - Class A Common Stock"
NXTD,NASDAQ Capital Market,NXT-ID Inc. - Common Stock
NXTDW,NASDAQ Capital Market,NXT-ID Inc. - Warrant
NXTM,NASDAQ Global Select Market,"NxStage Medical, Inc. - Common Stock"
NYMT,NASDAQ Global Select Market,"New York Mortgage Trust, Inc. - Common Stock"
NYMTP,NASDAQ Capital Market,"New York Mortgage Trust, Inc. - 7.75% Series B Cumulative Redeemable Preferred Stock"
NYMX,NASDAQ Capital Market,Nymox Pharmaceutical Corporation - Common Stock
NYNY,NASDAQ Global Market,"Empire Resorts, Inc. - Common Stock"
OBAS,NASDAQ Global Market,Optibase Ltd. - Ordinary Shares
OBCI,NASDAQ Capital Market,"Ocean Bio-Chem, Inc. - Common Stock"
OCC,NASDAQ Global Market,Optical Cable Corporation - Common Stock
OCFC,NASDAQ Global Select Market,OceanFirst Financial Corp. - Common Stock
OCLR,NASDAQ Global Select Market,"Oclaro, Inc. - Common Stock"
OCLS,NASDAQ Capital Market,"Oculus Innovative Sciences, Inc. - Common Stock"
OCRX,NASDAQ Global Market,"Ocera Therapeutics, Inc. - Common Stock"
OCUL,NASDAQ Global Market,"Ocular Therapeutix, Inc. - Common Stock"
ODFL,NASDAQ Global Select Market,"Old Dominion Freight Line, Inc. - Common Stock"
ODP,NASDAQ Global Select Market,"Office Depot, Inc. - Common Stock"
OFED,NASDAQ Capital Market,Oconee Federal Financial Corp. - Common Stock
OFIX,NASDAQ Global Select Market,Orthofix International N.V. - Common Stock
OFLX,NASDAQ Global Market,"Omega Flex, Inc. - Common Stock"
OFS,NASDAQ Global Select Market,OFS Capital Corporation - Common Stock
OGXI,NASDAQ Capital Market,OncoGenex Pharmaceuticals Inc. - Common Shares
OHAI,NASDAQ Global Select Market,OHA Investment Corporation - Closed End Fund
OHGI,NASDAQ Capital Market,"One Horizon Group, Inc. - Common Stock"
OHRP,NASDAQ Capital Market,"Ohr Pharmaceuticals, Inc. - Common Stock"
OIIM,NASDAQ Global Select Market,O2Micro International Limited - Ordinary Shares each 50 shares of which are represented by an American Depositary Share
OKSB,NASDAQ Global Select Market,"Southwest Bancorp, Inc. - Common Stock"
OLBK,NASDAQ Capital Market,"Old Line Bancshares, Inc. - Common Stock"
OLED,NASDAQ Global Select Market,Universal Display Corporation - Common Stock
OMAB,NASDAQ Global Select Market,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares
OMCL,NASDAQ Global Select Market,"Omnicell, Inc. - Common Stock"
OMED,NASDAQ Global Select Market,"OncoMed Pharmaceuticals, Inc. - Common Stock"
OMER,NASDAQ Global Market,Omeros Corporation - Common Stock
OMEX,NASDAQ Capital Market,"Odyssey Marine Exploration, Inc. - Common Stock"
ONB,NASDAQ Global Select Market,Old National Bancorp - Common Stock
ONCY,NASDAQ Capital Market,"Oncolytics Biotech, Inc. - Common Shares"
ONEQ,NASDAQ Global Market,Fidelity Nasdaq Composite Index Tracking Stock
ONFC,NASDAQ Global Market,Oneida Financial Corp. - Common Stock
ONNN,NASDAQ Global Select Market,ON Semiconductor Corporation - Common Stock
ONTX,NASDAQ Global Select Market,"Onconova Therapeutics, Inc. - Common Stock"
ONTY,NASDAQ Global Select Market,Oncothyreon Inc. - Common Shares
ONVI,NASDAQ Capital Market,"Onvia, Inc. - Common Stock"
OPB,NASDAQ Global Select Market,Opus Bank - Common Stock
OPHC,NASDAQ Capital Market,"OptimumBank Holdings, Inc. - Common Stock"
OPHT,NASDAQ Global Select Market,Ophthotech Corporation - Common Stock
OPOF,NASDAQ Capital Market,Old Point Financial Corporation - Common Stock
OPTT,NASDAQ Global Market,"Ocean Power Technologies, Inc. - Common Stock"
OPXA,NASDAQ Capital Market,"Opexa Therapeutics, Inc. - Common Stock"
ORBC,NASDAQ Global Select Market,ORBCOMM Inc. - Common Stock
ORBK,NASDAQ Global Select Market,Orbotech Ltd. - Ordinary Shares
OREX,NASDAQ Global Select Market,"Orexigen Therapeutics, Inc. - Common Stock"
ORIG,NASDAQ Global Select Market,Ocean Rig UDW Inc. - Common Stock
ORIT,NASDAQ Global Select Market,Oritani Financial Corp. - Common Stock
ORLY,NASDAQ Global Select Market,"O'Reilly Automotive, Inc. - Common Stock"
ORMP,NASDAQ Capital Market,Oramed Pharmaceuticals Inc. - Common Stock
ORPN,NASDAQ Global Market,Bio Blast Pharma Ltd. - Ordinary Shares
ORRF,NASDAQ Capital Market,Orrstown Financial Services Inc - Common Stock
OSBC,NASDAQ Global Select Market,"Old Second Bancorp, Inc. - Common Stock"
OSBCP,NASDAQ Global Select Market,"Old Second Bancorp, Inc. - 7.80% Cumulative Trust Preferred Securities"
OSHC,NASDAQ Global Market,Ocean Shore Holding Co. - Common Stock
OSIR,NASDAQ Global Market,"Osiris Therapeutics, Inc. - Common Stock"
OSIS,NASDAQ Global Select Market,"OSI Systems, Inc. - Common Stock"
OSM,NASDAQ Global Market,"SLM Corporation - Medium Term Notes, Series A, CPI-Linked Notes due March 15, 2017"
OSN,NASDAQ Capital Market,"Ossen Innovation Co., Ltd. - American Depositary Shares"
OSTK,NASDAQ Global Market,"Overstock.com, Inc. - Common Stock"
OSUR,NASDAQ Global Select Market,"OraSure Technologies, Inc. - Common Stock"
OTEL,NASDAQ Capital Market,Otelco Inc. - Common Stock
OTEX,NASDAQ Global Select Market,Open Text Corporation - Common Shares
OTIC,NASDAQ Global Select Market,"Otonomy, Inc. - Common Stock"
OTIV,NASDAQ Global Market,On Track Innovations Ltd - Ordinary Shares
OTTR,NASDAQ Global Select Market,Otter Tail Corporation - Common Stock
OUTR,NASDAQ Global Select Market,Outerwall Inc. - Common Stock
OVAS,NASDAQ Global Market,OvaScience Inc. - Common Stock
OVBC,NASDAQ Global Market,Ohio Valley Banc Corp. - Common Stock
OVLY,NASDAQ Capital Market,Oak Valley Bancorp (CA) - Common Stock
OVTI,NASDAQ Global Select Market,"OmniVision Technologies, Inc. - Common Stock"
OXBR,NASDAQ Capital Market,Oxbridge Re Holdings Limited - Ordinary Shares
OXBRW,NASDAQ Capital Market,Oxbridge Re Holdings Limited - Warrant
OXFD,NASDAQ Global Market,Oxford Immunotec Global PLC - Ordinary Shares
OXGN,NASDAQ Capital Market,"OXiGENE, Inc. - Common Stock"
OXLC,NASDAQ Global Select Market,Oxford Lane Capital Corp. - Common Stock
OXLCN,NASDAQ Global Select Market,Oxford Lane Capital Corp. - 8.125% Series 2024 Term Preferred Stock
OXLCO,NASDAQ Global Select Market,"Oxford Lane Capital Corp. - Term Preferred Shares, 7.50% Series 2023"
OXLCP,NASDAQ Global Select Market,"Oxford Lane Capital Corp. - Term Preferred Shares, 8.50% Series 2017"
OZRK,NASDAQ Global Select Market,Bank of the Ozarks - Common Stock
PAAS,NASDAQ Global Select Market,Pan American Silver Corp. - Common Stock
PACB,NASDAQ Global Select Market,"Pacific Biosciences of California, Inc. - Common Stock"
PACW,NASDAQ Global Select Market,PacWest Bancorp - Common Stock
PAGG,NASDAQ Global Market,PowerShares Global Agriculture Portfolio
PAHC,NASDAQ Global Market,Phibro Animal Health Corporation - Class A Common Stock
PANL,NASDAQ Capital Market,Pangaea Logistics Solutions Ltd. - Common Stock
PARN,NASDAQ Global Market,Parnell Pharmaceuticals Holdings Ltd - Ordinary Shares
PATIV,NASDAQ Global Select Market,"New Patriot Transportation Holding, Inc. - Common Stock When Issued"
PATK,NASDAQ Global Select Market,"Patrick Industries, Inc. - Common Stock"
PAYX,NASDAQ Global Select Market,"Paychex, Inc. - Common Stock"
PBCP,NASDAQ Capital Market,"Polonia Bancorp, Inc. - Common Stock"
PBCT,NASDAQ Global Select Market,"People's United Financial, Inc. - Common Stock"
PBHC,NASDAQ Capital Market,"Pathfinder Bancorp, Inc. - Common Stock"
PBIB,NASDAQ Capital Market,"Porter Bancorp, Inc. - Common Stock"
PBIP,NASDAQ Global Market,"Prudential Bancorp, Inc. - Common Stock"
PBMD,NASDAQ Global Market,Prima BioMed Ltd - American Depositary Shares
PBPB,NASDAQ Global Select Market,Potbelly Corporation - Common Stock
PBSK,NASDAQ Capital Market,"Poage Bankshares, Inc. - Common Stock"
PCAR,NASDAQ Global Select Market,PACCAR Inc. - Common Stock
PCBK,NASDAQ Global Select Market,Pacific Continental Corporation (Ore) - Common Stock
PCCC,NASDAQ Global Select Market,"PC Connection, Inc. - Common Stock"
PCH,NASDAQ Global Select Market,Potlatch Corporation - Common Stock
PCLN,NASDAQ Global Select Market,The Priceline Group Inc.  - Common Stock
PCMI,NASDAQ Global Market,"PCM, Inc. - Common Stock"
PCO,NASDAQ Global Select Market,Pendrell Corporation - Class A Common Stock
PCOM,NASDAQ Capital Market,"Points International, Ltd. - Common Shares"
PCRX,NASDAQ Global Select Market,"Pacira Pharmaceuticals, Inc. - Common Stock"
PCTI,NASDAQ Global Select Market,"PC-Tel, Inc. - Common Stock"
PCTY,NASDAQ Global Select Market,Paylocity Holding Corporation - Common Stock
PCYC,NASDAQ Global Select Market,"Pharmacyclics, Inc. - Common Stock"
PCYG,NASDAQ Capital Market,"Park City Group, Inc. - Common Stock"
PCYO,NASDAQ Capital Market,Pure Cycle Corporation - Common Stock
PDBC,NASDAQ Global Market,PowerShares DB Optimum Yield Diversified Commodity Strategy Portfolio
PDCE,NASDAQ Global Select Market,"PDC Energy, Inc. - Common Stock"
PDCO,NASDAQ Global Select Market,"Patterson Companies, Inc. - Common Stock"
PDEX,NASDAQ Capital Market,"Pro-Dex, Inc. - Common Stock"
PDFS,NASDAQ Global Select Market,"PDF Solutions, Inc. - Common Stock"
PDII,NASDAQ Global Market,"PDI, Inc. - Common Stock"
PDLI,NASDAQ Global Select Market,"PDL BioPharma, Inc. - Common Stock"
PEBK,NASDAQ Global Market,"Peoples Bancorp of North Carolina, Inc. - Common Stock"
PEBO,NASDAQ Global Select Market,Peoples Bancorp Inc. - Common Stock
PEGA,NASDAQ Global Select Market,Pegasystems Inc. - Common Stock
PEGI,NASDAQ Global Select Market,Pattern Energy Group Inc. - Class A Common Stock
PEIX,NASDAQ Capital Market,"Pacific Ethanol, Inc. - Common Stock"
PENN,NASDAQ Global Select Market,"Penn National Gaming, Inc. - Common Stock"
PENX,NASDAQ Global Market,Penford Corporation - Common Stock
PEOP,NASDAQ Capital Market,"Peoples Federal Bancshares, Inc. - Common Stock"
PERF,NASDAQ Capital Market,"Perfumania Holdings, Inc - Common Stock"
PERI,NASDAQ Global Select Market,Perion Network Ltd - ordinary shares
PERY,NASDAQ Global Select Market,Perry Ellis International Inc. - Common Stock
PESI,NASDAQ Capital Market,"Perma-Fix Environmental Services, Inc. - Common Stock"
PETM,NASDAQ Global Select Market,"PetSmart, Inc - Common Stock"
PETS,NASDAQ Global Select Market,"PetMed Express, Inc. - Common Stock"
PETX,NASDAQ Global Market,"Aratana Therapeutics, Inc. - Common Stock"
PFBC,NASDAQ Global Select Market,Preferred Bank - Common Stock
PFBI,NASDAQ Global Market,"Premier Financial Bancorp, Inc. - Common Stock"
PFBX,NASDAQ Capital Market,Peoples Financial Corporation - Common Stock
PFIE,NASDAQ Capital Market,"Profire Energy, Inc. - Common Stock"
PFIN,NASDAQ Global Market,"P & F Industries, Inc. - Class A Common Stock"
PFIS,NASDAQ Global Select Market,Peoples Financial Services Corp.  - Common Stock
PFLT,NASDAQ Global Select Market,PennantPark Floating Rate Capital Ltd. - Common Stock
PFMT,NASDAQ Global Select Market,Performant Financial Corporation - Common Stock
PFPT,NASDAQ Global Market,"Proofpoint, Inc. - Common Stock"
PFSW,NASDAQ Capital Market,"PFSweb, Inc. - Common Stock"
PGC,NASDAQ Global Select Market,Peapack-Gladstone Financial Corporation - Common Stock
PGNX,NASDAQ Global Select Market,Progenics Pharmaceuticals Inc. - Common Stock
PGTI,NASDAQ Global Market,"PGT, Inc. - Common Stock"
PHII,NASDAQ Global Select Market,"PHI, Inc. - Voting Common Stock"
PHIIK,NASDAQ Global Select Market,"PHI, Inc. - Non-Voting Common Stock"
PHMD,NASDAQ Global Select Market,"PhotoMedex, Inc. - Common Stock"
PICO,NASDAQ Global Select Market,PICO Holdings Inc. - Common Stock
PIH,NASDAQ Capital Market,"1347 Property Insurance Holdings, Inc. - Common Stock"
PINC,NASDAQ Global Select Market,"Premier, Inc. - Class A Common Stock"
PKBK,NASDAQ Capital Market,"Parke Bancorp, Inc. - Common Stock"
PKOH,NASDAQ Global Select Market,Park-Ohio Holdings Corp. - Common Stock
PKT,NASDAQ Global Select Market,"Procera Networks, Inc. - Common Stock"
PLAB,NASDAQ Global Select Market,"Photronics, Inc. - Common Stock"
PLAY,NASDAQ Global Select Market,"Dave & Buster's Entertainment, Inc. - Common Stock"
PLBC,NASDAQ Capital Market,Plumas Bancorp - Common Stock
PLCE,NASDAQ Global Select Market,"Children's Place, Inc. (The) - Common Stock"
PLCM,NASDAQ Global Select Market,"Polycom, Inc. - Common Stock"
PLKI,NASDAQ Global Select Market,"Popeyes Louisiana Kitchen, Inc. - Common Stock"
PLMT,NASDAQ Capital Market,"Palmetto Bancshares, Inc. (SC) - Common Stock"
PLNR,NASDAQ Global Market,"Planar Systems, Inc. - Common Stock"
PLPC,NASDAQ Global Select Market,Preformed Line Products Company - Common Stock
PLPM,NASDAQ Capital Market,"Planet Payment, Inc. - Common Stock"
PLTM,NASDAQ Global Market,First Trust ISE Global Platinum Index Fund
PLUG,NASDAQ Capital Market,"Plug Power, Inc. - Common Stock"
PLUS,NASDAQ Global Select Market,ePlus inc. - Common Stock
PLXS,NASDAQ Global Select Market,Plexus Corp. - Common Stock
PMBC,NASDAQ Global Select Market,Pacific Mercantile Bancorp - Common Stock
PMCS,NASDAQ Global Select Market,"PMC - Sierra, Inc. - Common Stock"
PMD,NASDAQ Capital Market,Psychemedics Corporation - Common Stock
PME,NASDAQ Capital Market,Pingtan Marine Enterprise Ltd. - Ordinary Shares
PMFG,NASDAQ Global Select Market,"PMFG, Inc. - Common Stock"
PNBK,NASDAQ Global Market,Patriot National Bancorp Inc. - Common Stock
PNFP,NASDAQ Global Select Market,"Pinnacle Financial Partners, Inc. - Common Stock"
PNNT,NASDAQ Global Select Market,PennantPark Investment Corporation - common stock
